Tag,Alloy name,Citation,Citation,Citation,Citation,Citation,Citation,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Notes,Solution heat treatment,Solution heat treatment,Solution heat treatment,Solution heat treatment,Solution heat treatment,Solution heat treatment,Precipitation heat treatment,Precipitation heat treatment,Precipitation heat treatment,Precipitation heat treatment,Precipitation heat treatment,Precipitation heat treatment,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Density,Lattice param,RT lattice misfit,RT lattice misfit,RT lattice misfit,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,SFE,SFE,SFE,SFE,SFE,SFE,SFE,SFE
CMSX-10K_K04_0,CMSX-10K,Koizumi et al 04,,Superalloys 2004 conf. proc.,,,,1,γ,CMSX-10K_K04_A1,,,,γ',CMSX-10K_K04_L1_2,,,,1,,,,sc,Averaged over complicated solution heat treatment,1316,1,1341,11,1363,33,1152,6,871,24,760,30,0.6957,0.02,0.03,0.06,0,0.057,0.08,0.05,0.002,0.004,0.001,0.0003,0.6685618298,0.02294254192,0.03441381288,0.05765949373,0,0.0849348343,0.07687932498,0.04757457192,0.001921983124,0.003843966249,0.0009609915622,0.0003066495047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,137,,,258,335,,,5.3,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMSX-10K_K04_A1,CMSX-10K,Koizumi et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,CMSX-10K_K04_0,γ,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMSX-10K_K04_L1_2,CMSX-10K,Koizumi et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,CMSX-10K_K04_0,γ',L1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-75_K04_0,TMS-75,Koizumi et al 04,,Superalloys 2004 conf. proc.,,,,1,γ,TMS-75_K04_A1,,,,γ',TMS-75_K04_L1_2,,,,1,,,,sc,,1300,1,1320,5,0,0,1100,4,870,20,0,0,0.599,0.03,0.12,0.05,0,0.06,0.06,0.06,0,0.02,0,0.001,0.5642647705,0.03373411588,0.1349364635,0.04710056515,0,0.08763927536,0.05652067818,0.0559619288,0,0.01884022606,0,0.001001976538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-75_K04_A1,TMS-75,Koizumi et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,TMS-75_K04_0,γ,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-75_K04_L1_2,TMS-75,Koizumi et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,TMS-75_K04_0,γ',L1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-138_K04_0,TMS-138,Koizumi et al 04,,Superalloys 2004 conf. proc.,,,,1,γ,TMS-138_K04_A1,,,,γ',TMS-138_K04_L1_2,,,,1,,,,sc,,1300,1,1340,5,0,0,1100,4,870,20,0,0,0.639,0.029,0.059,0.049,0.02,0.059,0.056,0.059,0,0.029,0,0.001,0.6091464317,0.03299976203,0.06713744688,0.04671075923,0.01906561601,0.08720959541,0.05338372484,0.05568755731,0,0.02764514322,0,0.001013963413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,137,,,343,412,,,7,0.3,1000,245,,,,381,,,26,,800,735,,,6.1,103,,,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-138_K04_A1,TMS-138,Koizumi et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,TMS-138_K04_0,γ,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-138_K04_L1_2,TMS-138,Koizumi et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,TMS-138_K04_0,γ',L1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-138NbRu_K04_0,TMS-138NbRu,Koizumi et al 04,,Superalloys 2004 conf. proc.,,,,1,γ,TMS-138NbRu_K04_A1,,,,γ',TMS-138NbRu_K04_L1_2,,,,1,,,,sc,,1280,1,1310,5,0,0,1100,4,870,20,0,0,0.612,0.028,0.056,0.047,0.05,0.056,0.056,0.056,0,0.028,0.01,0.001,0.5847438964,0.03193480512,0.06386961025,0.0449068025,0.04777319415,0.08296477045,0.05350597745,0.05297703065,0,0.02675298872,0.00955463883,0.001016285463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,137,,,292,405,,,11.9,,1000,245,,,,401,,,31.9,,800,735,,,234,630,,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-138NbRu_K04_A1,TMS-138NbRu,Koizumi et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,TMS-138NbRu_K04_0,γ,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-138NbRu_K04_L1_2,TMS-138NbRu,Koizumi et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,TMS-138NbRu_K04_0,γ',L1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-138TaRu_K04_0,TMS-138TaRu,Koizumi et al 04,,Superalloys 2004 conf. proc.,,,,1,γ,TMS-138TaRu_K04_A1,,,,γ',TMS-138TaRu_K04_L1_2,,,,1,,,,sc,,1300,1,1330,5,0,0,1100,4,870,20,0,0,0.599,0.028,0.056,0.047,0.05,0.056,0.079,0.056,0,0.028,0,0.001,0.5723228659,0.03193480512,0.06386961025,0.0449068025,0.04777319415,0.08296477045,0.07548164676,0.05297703065,0,0.02675298872,0,0.001016285463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,137,,,457,540,,,7.8,,1000,245,,,,445,,,29.1,,800,735,,,262,781,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-138TaRu_K04_A1,TMS-138TaRu,Koizumi et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,TMS-138TaRu_K04_0,γ,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-138TaRu_K04_L1_2,TMS-138TaRu,Koizumi et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,TMS-138TaRu_K04_0,γ',L1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-173_K04_0,TMS-173,Koizumi et al 04,,Superalloys 2004 conf. proc.,,,,1,γ,TMS-173_K04_A1,,,,γ',TMS-173_K04_L1_2,,,,1,,,,sc,,1300,1,1330,5,0,0,1100,4,870,20,0,0,0.6,0.028,0.056,0.069,0.05,0.056,0.056,0.056,0,0.028,0,0.001,0.5732783298,0.03193480512,0.06386961025,0.06592700793,0.04777319415,0.08296477045,0.05350597745,0.05297703065,0,0.02675298872,0,0.001016285463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,137,,,698,965,,,11.7,,1000,245,,,304,706,,,18.5,,800,735,,,551,896,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-173_K04_A1,TMS-173,Koizumi et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,TMS-173_K04_0,γ,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-173_K04_L1_2,TMS-173,Koizumi et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,TMS-173_K04_0,γ',L1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-162_K04_0,TMS-162,Koizumi et al 04,,Superalloys 2004 conf. proc.,,,,1,γ,TMS-162_K04_A1,,,,γ',TMS-162_K04_L1_2,,,,1,,,,sc,,1300,1,1330,5,0,0,1100,4,870,20,0,0,0.592,0.029,0.058,0.049,0.06,0.058,0.056,0.058,0,0.039,0,0.001,0.5647375876,0.03302288022,0.06604576045,0.04674348276,0.05723691767,0.08579152641,0.05342112315,0.05478205146,0,0.03720399648,0,0.001014673752,,,,,,,,,,,,,,,,,,,,,,,,,9.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,137,,,833,1254,,,11.5,0.11,1000,245,,,566,938,,,15.5,,800,735,,,512,704,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-162_K04_A1,TMS-162,Koizumi et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,TMS-162_K04_0,γ,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS-162_K04_L1_2,TMS-162,Koizumi et al 04,,Superalloys 2004 conf. proc.,,,,0,,,,,,,,,,,0,TMS-162_K04_0,γ',L1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U710_C86_0,U710,Collier et al 86,10.1007/BF02643984,,,,,1,γ,U710_C86_A1,0.5940562182,0.593,,γ',U710_C86_L1_2,0.4059437818,0.407,,1,,,,pc,,1149,2,0,0,0,0,1066,4,760,16,0,0,0.5529,0.179,0.148,0,0,0.026,0,0.015,0.049,0.03,0.0001,0,0.5131305676,0.1983016334,0.1639588924,0,0,0.03741502661,0,0.01378344781,0.0454754889,0.02784213606,0.00009280712021,0,,,,,,,-,0.8,,3.333333333,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U710_C86_A1,U710,Collier et al 86,10.1007/BF02643984,,,,,0,,,,,,,,,,,0,U710_C86_0,γ,A1,,,,,,,,,,,,,,,0.4663210371,0.2710917355,0.1940758669,0,0,0.0006900894923,0,0.02148519192,0.001070032154,0.04509858216,0.0001674647601,0,0.4358009572,0.3024206297,0.2165043717,0,0,0.001,0,0.01988051908,0.001,0.04214694108,0.0001565044186,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U710_C86_L1_2,U710,Collier et al 86,10.1007/BF02643984,,,,,0,,,,,,,,,,,0,U710_C86_0,γ',L1_2,,,,,,,,,,,,,,,0.6668074885,0.04159669852,0.07801612554,0,0,0.07703340743,0,0.005273217434,0.1238143659,0.007458696739,0,0,0.6258,0.0466,0.0874,0,0,0.1121,0,0.0049,0.1162,0.007,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U710 Mo/W_C86_0,U710 Mo/W,Collier et al 86,10.1007/BF02643984,,,,,1,γ,U710 Mo/W_C86_A1,0.601903659,0.596,,γ',U710 Mo/W_C86_L1_2,0.398096341,0.404,,1,,,,pc,,1149,2,0,0,0,0,1066,4,760,16,0,0,0.5529,0.182,0.15,0,0,0.026,0,0,0.05,0.039,0.0001,0,0.5125993015,0.2014163733,0.1660025055,0,0,0.03737628923,0,0,0.0463555165,0.03615730287,0.00009271103301,0,,,,,,,-,-,,7.142857143,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U710 Mo/W_C86_A1,U710 Mo/W,Collier et al 86,10.1007/BF02643984,,,,,0,,,,,,,,,,,0,U710 Mo/W_C86_0,γ,A1,,,,,,,,,,,,,,,0.4632017947,0.2772703605,0.1966656327,0,0,0.0006838822636,0,0,0.001060407411,0.06095297035,0.0001649521249,0,0.4368149354,0.3121207607,0.2213847408,0,0,0.001,0,0,0.001,0.05748070952,0.0001555554245,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U710 Mo/W_C86_L1_2,U710 Mo/W,Collier et al 86,10.1007/BF02643984,,,,,0,,,,,,,,,,,0,U710 Mo/W_C86_0,γ',L1_2,,,,,,,,,,,,,,,0.6677250308,0.03413247449,0.0755214593,0,0,0.08745056149,0,0,0.1301443566,0.005026117304,0,0,0.6244,0.0381,0.0843,0,0,0.1268,0,0,0.1217,0.0047,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1900_C86_0,B1900,Collier et al 86,10.1007/BF02643984,,,,,1,γ,B1900_C86_A1,0.428906889,0.379,,γ',B1900_C86_L1_2,0.571093111,0.621,,1,,,,pc,,0,0,0,0,0,0,0,0,0,0,0,0,0.6484,0.0839,0.1006,0,0,0.0584,0.0396,0,0.0097,0.0592,0.0002,0,0.6071790357,0.09378376992,0.1124510996,0,0,0.08479651869,0.03708249508,0,0.009083338442,0.0554364573,0.0001872853287,0,,,,,,,2.083333333,-,,5.263157895,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1900_C86_A1,B1900,Collier et al 86,10.1007/BF02643984,,,,,0,,,,,,,,,,,0,B1900_C86_0,γ,A1,,,,,,,,,,,,,,,0.5042154254,0.1423392204,0.1532649156,0,0,0.0005996775459,0.08122770541,0,0.0009298420907,0.1169637259,0.0004594875504,0,0.542259197,0.1827289444,0.1967548801,0,0,0.001,0.08735645141,0,0.001,0.1257888055,0.0004941565401,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1900_C86_L1_2,B1900,Collier et al 86,10.1007/BF02643984,,,,,0,,,,,,,,,,,0,B1900_C86_0,γ',L1_2,,,,,,,,,,,,,,,0.7130952212,0.03648233665,0.05633981104,0,0,0.1535107323,0.007055982399,0,0.01973470077,0.01378121562,0,0,0.6468,0.0395,0.061,0,0,0.2159,0.0064,0,0.0179,0.0125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1900 Mo/Ta_C86_0,B1900 Mo/Ta,Collier et al 86,10.1007/BF02643984,,,,,1,γ,B1900 Mo/Ta_C86_A1,0.4747695643,0.422,,γ',B1900 Mo/Ta_C86_L1_2,0.5252304357,0.578,,1,,,,pc,,0,0,0,0,0,0,0,0,0,0,0,0,0.6647,0.081,0.103,0,0,0.059,0,0,0.01,0.082,0.0003,0,0.6223067211,0.0905223449,0.1151086608,0,0,0.08564898845,0,0,0.009362219364,0.07677019878,0.0002808665809,0,,,,,,,-,-,,2.127659574,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1900 Mo/Ta_C86_A1,B1900 Mo/Ta,Collier et al 86,10.1007/BF02643984,,,,,0,,,,,,,,,,,0,B1900 Mo/Ta_C86_0,γ,A1,,,,,,,,,,,,,,,0.5820333961,0.1242338258,0.1487137538,0,0,0.000632991847,0,0,0.003895337147,0.1398374487,0.0006532465827,0,0.5930050264,0.1510922865,0.1808645991,0,0,0.001,0,0,0.003968766265,0.1424734568,0.0006655606183,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1900 Mo/Ta_C86_L1_2,B1900 Mo/Ta,Collier et al 86,10.1007/BF02643984,,,,,0,,,,,,,,,,,0,B1900 Mo/Ta_C86_0,γ',L1_2,,,,,,,,,,,,,,,0.7071293598,0.04260929882,0.06175127324,0,0,0.1422615889,0,0,0.01461056468,0.0316379145,0,0,0.6437,0.0463,0.0671,0,0,0.2008,0,0,0.0133,0.0288,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
